@timestamp,event.action,message,process.name,process.parent.name,process.args,dll.pe.original_file_name,dll.name,file.name,registry.path,registry.value,dns.question.name,destination.address,domain.abused,domain.spamhaus.score,ipgeolocation.country.name,ipgeolocation.city.name,ipgeolocation.latitude,ipgeolocation.longitude,ipgeolocation.isp,kibana.alert.rule.threat.tactic.name,kibana.alert.rule.threat.technique.subtechnique.name
"Aug 28, 2024 @ 22:32:02.460",lookup_requested,"DNS query is completed for the name y7mmp6opv.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,y7mmp6opv.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:52.387",lookup_requested,"DNS query is completed for the name lnoz4exs6.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,lnoz4exs6.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:40.307",lookup_requested,"DNS query is completed for the name trfy09x33.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,trfy09x33.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:32.205",lookup_requested,"DNS query is completed for the name j2hsoa4va.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,j2hsoa4va.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:23.134",lookup_requested,"DNS query is completed for the name 2x5cn12li.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,2x5cn12li.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:15.036",lookup_requested,"DNS query is completed for the name 43dtvcgy6.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,43dtvcgy6.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:31:06.973",lookup_requested,"DNS query is completed for the name 1d98d2w0k.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,1d98d2w0k.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:56.905",lookup_requested,"DNS query is completed for the name rm43ln1wn.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,rm43ln1wn.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:46.849",lookup_requested,"DNS query is completed for the name oqfb13om6.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,oqfb13om6.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:38.747",lookup_requested,"DNS query is completed for the name 49jw256uc.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,49jw256uc.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:29.661",lookup_requested,"DNS query is completed for the name tcyvzdeex.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,tcyvzdeex.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:19.581",lookup_requested,"DNS query is completed for the name 2jlczycvw.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,2jlczycvw.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:30:05.531",lookup_requested,"DNS query is completed for the name lgu7drz5a.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,lgu7drz5a.life,173.255.204.62,False,-5,United States,Richardson,32.94833,-96.72985,Linode,-,-
"Aug 28, 2024 @ 22:29:54.465",lookup_requested,"DNS query is completed for the name 8t8g8jquy.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,8t8g8jquy.life,173.255.204.62,False,-5,United States,Richardson,32.94833,-96.72985,Linode,-,-
"Aug 28, 2024 @ 22:29:40.400",lookup_requested,"DNS query is completed for the name k4ikh1i8s.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,k4ikh1i8s.life,91.195.240.123,False,-5,Germany,Cologne,50.94897,6.94439,SEDO GmbH,-,-
"Aug 28, 2024 @ 22:29:28.307",lookup_requested,"DNS query is completed for the name xszhjlyga.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,xszhjlyga.life,94.131.100.44,False,-12,Finland,Helsinki,60.17116,24.93265,STARK INDUSTRIES SOLUTIONS LTD.,-,-
"Aug 28, 2024 @ 22:29:20.207",lookup_requested,"DNS query is completed for the name x5zxvz2yn.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,x5zxvz2yn.life,193.235.147.132,False,-5,Netherlands,Schiphol-Rijk,52.28431,4.75761,EDIS GmbH,-,-
"Aug 28, 2024 @ 22:29:09.133",lookup_requested,"DNS query is completed for the name inekdxiil.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,inekdxiil.life,85.209.153.84,False,-12,Netherlands,Dronten,52.54361,5.70491,STARK INDUSTRIES SOLUTIONS LTD.,-,-
"Aug 28, 2024 @ 22:29:01.036",lookup_requested,"DNS query is completed for the name jzvx353vf.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,jzvx353vf.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:52.969",lookup_requested,"DNS query is completed for the name l9w8yn2fo.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,l9w8yn2fo.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:44.886",lookup_requested,"DNS query is completed for the name awmv2d35g.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,awmv2d35g.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:36.804",lookup_requested,"DNS query is completed for the name 5hsghdbng.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,5hsghdbng.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:30.707",lookup_requested,"DNS query is completed for the name ulfv8hiv3.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,ulfv8hiv3.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:23.617",lookup_requested,"DNS query is completed for the name m460p6w8i.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,m460p6w8i.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:18.522",lookup_requested,"DNS query is completed for the name arl8xdy0i.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,arl8xdy0i.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:28:03.488",lookup_requested,"DNS query is completed for the name awjjbslep.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,awjjbslep.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:27:49.457",lookup_requested,"DNS query is completed for the name yombx43uh.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,yombx43uh.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:27:39.392",lookup_requested,"DNS query is completed for the name un5nke6rt.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,un5nke6rt.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:27:28.337",lookup_requested,"DNS query is completed for the name db9oyi6b2.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,db9oyi6b2.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:27:19.268",lookup_requested,"DNS query is completed for the name uaeo95mzk.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,uaeo95mzk.life,38.180.93.26,False,-12,France,Paris,48.85717,2.34140,3NT SOLUTIONS LLP,-,-
"Aug 28, 2024 @ 22:27:06.196",lookup_requested,"DNS query is completed for the name ofav9exew.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,ofav9exew.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:52.129",lookup_requested,"DNS query is completed for the name 292edkjz6.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,292edkjz6.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:39.060",lookup_requested,"DNS query is completed for the name ynnlb3rus.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,ynnlb3rus.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:32.929",lookup_requested,"DNS query is completed for the name gpoxpkoiy.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,gpoxpkoiy.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:23.859",lookup_requested,"DNS query is completed for the name 9f8srknbf.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,9f8srknbf.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:17.786",lookup_requested,"DNS query is completed for the name jvmzaf24a.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,jvmzaf24a.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:26:08.711",lookup_requested,"DNS query is completed for the name 8nrjr6hc4.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,8nrjr6hc4.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:58.624",lookup_requested,"DNS query is completed for the name 44uegsxdd.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,44uegsxdd.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:49.528",lookup_requested,"DNS query is completed for the name 2niq3fv8t.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,2niq3fv8t.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:41.461",lookup_requested,"DNS query is completed for the name tdyfmnlvv.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,tdyfmnlvv.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:26.395",lookup_requested,"DNS query is completed for the name c231spcbk.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,c231spcbk.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:17.323",lookup_requested,"DNS query is completed for the name donkvamcz.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,donkvamcz.life,52.34.198.229,False,-5,United States,Salem,44.93326,-123.04381,Amazon Technologies Inc.,-,-
"Aug 28, 2024 @ 22:25:09.232",lookup_requested,"DNS query is completed for the name f0a3myb17.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,f0a3myb17.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:25:00.103",lookup_requested,"DNS query is completed for the name gebj02y46.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,gebj02y46.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:53.006",lookup_requested,"DNS query is completed for the name yg7kcxnie.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,yg7kcxnie.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:40.909",end,Endpoint process event,SIHClient.exe,upfc.exe,"C:\Windows\System32\sihclient.exe, /cv, BndeUsdJ0U6KervJZNtmUg.0.1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.906",creation,Endpoint file event,SIHClient.exe,-,-,-,-,SIH.20240828.222206.534.1.etl,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.904",modification,Endpoint registry event,SIHClient.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\SIH\SLS\{E7A50285-D08D-499D-9FF8-180FDC2332BC}\/SLS/{E7A50285-D08D-499D-9FF8-180FDC2332BC}/x64/10.0.19045.4170/0?CH=232&L=en-US&P=&PT=0x65&WUA=10.0.19041.3996&MK=Micro-Star+International+Co.%2C+Ltd.&MD=MS-7B79\PotentialFailover,PotentialFailover,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.904",modification,Endpoint registry event,SIHClient.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\SIH\SLS\{E7A50285-D08D-499D-9FF8-180FDC2332BC}\/SLS/{E7A50285-D08D-499D-9FF8-180FDC2332BC}/x64/10.0.19045.4170/0?CH=232&L=en-US&P=&PT=0x65&WUA=10.0.19041.3996&MK=Micro-Star+International+Co.%2C+Ltd.&MD=MS-7B79\Data,Data,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.904",modification,Endpoint registry event,SIHClient.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\SIH\SLS\{E7A50285-D08D-499D-9FF8-180FDC2332BC}\/SLS/{E7A50285-D08D-499D-9FF8-180FDC2332BC}/x64/10.0.19045.4170/0?CH=232&L=en-US&P=&PT=0x65&WUA=10.0.19041.3996&MK=Micro-Star+International+Co.%2C+Ltd.&MD=MS-7B79\ETag,ETag,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.903",modification,Endpoint registry event,SIHClient.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\SIH\SLS\{E7A50285-D08D-499D-9FF8-180FDC2332BC}\/SLS/{E7A50285-D08D-499D-9FF8-180FDC2332BC}/x64/10.0.19045.4170/0?CH=232&L=en-US&P=&PT=0x65&WUA=10.0.19041.3996&MK=Micro-Star+International+Co.%2C+Ltd.&MD=MS-7B79\Expires,Expires,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:40.903",modification,Endpoint registry event,SIHClient.exe,-,-,-,-,-,HKLM\SOFTWARE\Microsoft\SIH\SLS\{E7A50285-D08D-499D-9FF8-180FDC2332BC}\/SLS/{E7A50285-D08D-499D-9FF8-180FDC2332BC}/x64/10.0.19045.4170/0?CH=232&L=en-US&P=&PT=0x65&WUA=10.0.19041.3996&MK=Micro-Star+International+Co.%2C+Ltd.&MD=MS-7B79\LastModified,LastModified,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:38.943",lookup_requested,"DNS query is completed for the name 9qf9v3tgq.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,9qf9v3tgq.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:31.854",lookup_requested,"DNS query is completed for the name 23b3imkqh.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,23b3imkqh.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:24.768",end,Endpoint process event,DismHost.exe,cleanmgr.exe,"C:\Users\John\AppData\Local\Temp\842DB486-0386-4231-AD4D-CD80CDF3B307\dismhost.exe, {F479CFC9-4657-4AAC-B628-392973EB95EC}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:23.771",lookup_requested,"DNS query is completed for the name gaamc74sm.life, type 28, query options 2392538375938048 with status 10054 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,gaamc74sm.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:19.957",deletion,Endpoint file event,dllhost.exe,-,-,-,-,httpErrorPagesScripts[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:19.956",deletion,Endpoint file event,dllhost.exe,-,-,-,-,dnserrordiagoff[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:19.956",deletion,Endpoint file event,dllhost.exe,-,-,-,-,NewErrorPageTemplate[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:19.955",deletion,Endpoint file event,dllhost.exe,-,-,-,-,errorPageStrings[1],-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:16.660",lookup_requested,"DNS query is completed for the name go6nu8hgl.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,go6nu8hgl.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:24:13.892",start,Endpoint process event,DismHost.exe,cleanmgr.exe,"C:\Users\John\AppData\Local\Temp\842DB486-0386-4231-AD4D-CD80CDF3B307\dismhost.exe, {F479CFC9-4657-4AAC-B628-392973EB95EC}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:24:01.615",lookup_requested,"DNS query is completed for the name qm4hupdsq.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,qm4hupdsq.life,-,False,-5,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:23:50.559",lookup_requested,"DNS query is completed for the name v4wlbpzf0.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,v4wlbpzf0.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:23:39.503",lookup_requested,"DNS query is completed for the name p5zhkxu7x.life, type 1, query options 140738562121728 with status 87 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,p5zhkxu7x.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:23:37.503",lookup_requested,"DNS query is completed for the name crbk7hduu.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,crbk7hduu.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:23:24.431",lookup_requested,"DNS query is completed for the name 4hdkyh1ns.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,4hdkyh1ns.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:23:15.352",lookup_requested,"DNS query is completed for the name z4aarde49.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,z4aarde49.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
"Aug 28, 2024 @ 22:23:03.304",lookup_requested,"DNS query is completed for the name pltfrvss1.life, type 28, query options 2392538375938048 with status 1460 Results  ",ccc029998b00cd29335e0729d852becea2ebe6a9ce2547f963f71da97d07439f.exe,-,-,-,-,-,-,-,pltfrvss1.life,188.166.15.250,False,-3,Netherlands,Amsterdam,52.35630,4.95714,"DigitalOcean, LLC",-,-
